8,800,8,0.004,0,0,0,0,True,26
8,1600,8,0.004,0,0,0,0,True,20
8,100,8,0.004,0,0,0,0,True,17
8,200,8,0.004,0,0,0,0,True,23
8,300,8,0.004,0,0,0,0,True,17
8,400,8,0.004,0,0,0,0,True,20
8,800,8,0.004,0,0,0,0,True,20
8,1600,8,0.004,0,0,0,0,True,16
8,100,8,0.004,0,0,0,0,True,21
8,200,8,0.004,0,0,0,0,True,17
8,300,8,0.004,0,0,0,0,True,22
8,400,8,0.004,0,0,0,0,True,20
8,800,8,0.004,0,0,0,0,True,16
8,1600,8,0.004,0,0,0,0,True,13
8,100,8,0.004,0,0,0,0,True,15
8,200,8,0.004,0,0,0,0,True,21
8,300,8,0.004,0,0,0,0,True,20
8,400,8,0.004,0,0,0,0,True,26
8,800,8,0.004,0,0,0,0,True,20
8,1600,8,0.004,0,0,0,0,True,19
8,100,8,0.004,0,0,0,0,True,17
8,200,8,0.004,0,0,0,0,True,22
8,300,8,0.004,0,0,0,0,True,17
8,400,8,0.004,0,0,0,0,True,20
8,800,8,0.004,0,0,0,0,True,19
8,1600,8,0.004,0,0,0,0,True,26
8,100,8,0.004,0,0,0,0,True,17
8,200,8,0.004,0,0,0,0,True,18
8,300,8,0.004,0,0,0,0,True,18
8,400,8,0.004,0,0,0,0,True,21
8,800,8,0.004,0,0,0,0,True,17
8,1600,8,0.004,0,0,0,0,True,27
8,100,8,0.004,0,0,0,0,True,17
8,200,8,0.004,0,0,0,0,True,17
8,300,8,0.004,0,0,0,0,True,23
8,400,8,0.004,0,0,0,0,True,19
8,800,8,0.004,0,0,0,0,True,18
8,1600,8,0.004,0,0,0,0,True,22
8,100,8,0.004,0,0,0,0,True,18
8,200,8,0.004,0,0,0,0,True,16
8,300,8,0.004,0,0,0,0,True,19
8,400,8,0.004,0,0,0,0,True,20
8,800,8,0.004,0,0,0,0,True,18
8,1600,8,0.004,0,0,0,0,True,12
8,100,8,0.004,0,0,0,0,True,22
8,200,8,0.004,0,0,0,0,True,22
8,300,8,0.004,0,0,0,0,True,23
8,400,8,0.004,0,0,0,0,True,24
8,800,8,0.004,0,0,0,0,True,17
8,1600,8,0.004,0,0,0,0,True,26
8,100,8,0.004,0,0,0,0,True,14
8,200,8,0.004,0,0,0,0,True,11
8,300,8,0.004,0,0,0,0,True,18
8,400,8,0.004,0,0,0,0,True,15
8,800,8,0.004,0,0,0,0,True,30
8,1600,8,0.004,0,0,0,0,True,22
8,100,8,0.004,0,0,0,0,True,15
8,200,8,0.004,0,0,0,0,True,18
8,300,8,0.004,0,0,0,0,True,20
8,400,8,0.004,0,0,0,0,True,22
8,800,8,0.004,0,0,0,0,True,20
8,1600,8,0.004,0,0,0,0,True,16
8,100,8,0.004,0,0,0,0,True,19
8,200,8,0.004,0,0,0,0,True,22
8,300,8,0.004,0,0,0,0,True,25
8,400,8,0.004,0,0,0,0,True,24
8,800,8,0.004,0,0,0,0,True,12
8,1600,8,0.004,0,0,0,0,True,14
8,100,8,0.004,0,0,0,0,True,18
8,200,8,0.004,0,0,0,0,True,20
8,300,8,0.004,0,0,0,0,True,17
8,400,8,0.004,0,0,0,0,True,24
8,800,8,0.004,0,0,0,0,True,22
8,1600,8,0.004,0,0,0,0,True,19
8,100,8,0.004,0,0,0,0,True,23
8,200,8,0.004,0,0,0,0,True,29
8,300,8,0.004,0,0,0,0,True,22
8,400,8,0.004,0,0,0,0,True,20
8,800,8,0.004,0,0,0,0,True,17
8,1600,8,0.004,0,0,0,0,True,26
8,100,8,0.004,0,0,0,0,True,17
8,200,8,0.004,0,0,0,0,True,25
8,300,8,0.004,0,0,0,0,True,21
8,400,8,0.004,0,0,0,0,True,23
8,800,8,0.004,0,0,0,0,True,21
8,1600,8,0.004,0,0,0,0,True,15
8,100,8,0.004,0,0,0,0,True,19
8,200,8,0.004,0,0,0,0,True,20
8,300,8,0.004,0,0,0,0,True,23
8,400,8,0.004,0,0,0,0,True,24
8,800,8,0.004,0,0,0,0,True,24
8,1600,8,0.004,0,0,0,0,True,18
8,100,8,0.004,0,0,0,0,True,20
8,200,8,0.004,0,0,0,0,True,25
8,300,8,0.004,0,0,0,0,True,21
8,400,8,0.004,0,0,0,0,True,25
8,800,8,0.004,0,0,0,0,True,15
8,1600,8,0.004,0,0,0,0,True,21
8,100,8,0.004,0,0,0,0,True,24
8,200,8,0.004,0,0,0,0,True,18
8,300,8,0.004,0,0,0,0,True,20
8,400,8,0.004,0,0,0,0,True,15
8,800,8,0.004,0,0,0,0,True,20
8,1600,8,0.004,0,0,0,0,True,23
8,100,8,0.004,0,0,0,0,False,23
8,200,8,0.004,0,0,0,0,True,19
8,300,8,0.004,0,0,0,0,True,22
8,400,8,0.004,0,0,0,0,True,24
8,800,8,0.004,0,0,0,0,True,22
8,1600,8,0.004,0,0,0,0,True,17
8,100,8,0.004,0,0,0,0,False,13
8,200,8,0.004,0,0,0,0,True,18
8,300,8,0.004,0,0,0,0,True,18
8,400,8,0.004,0,0,0,0,True,18
8,800,8,0.004,0,0,0,0,True,21
8,1600,8,0.004,0,0,0,0,True,16
8,100,8,0.004,0,0,0,0,True,19
8,200,8,0.004,0,0,0,0,True,22
8,300,8,0.004,0,0,0,0,True,25
8,400,8,0.004,0,0,0,0,True,16
8,800,8,0.004,0,0,0,0,True,12
8,1600,8,0.004,0,0,0,0,True,18
8,100,8,0.004,0,0,0,0,True,18
8,200,8,0.004,0,0,0,0,True,25
8,300,8,0.004,0,0,0,0,True,18
8,400,8,0.004,0,0,0,0,True,22
8,800,8,0.004,0,0,0,0,True,23
8,1600,8,0.004,0,0,0,0,True,21
8,100,8,0.004,0,0,0,0,True,17
8,200,8,0.004,0,0,0,0,True,19
8,300,8,0.004,0,0,0,0,True,18
8,400,8,0.004,0,0,0,0,True,23
8,800,8,0.004,0,0,0,0,True,18
8,1600,8,0.004,0,0,0,0,True,12
8,100,8,0.004,0,0,0,0,True,19
8,200,8,0.004,0,0,0,0,True,16
8,300,8,0.004,0,0,0,0,True,23
8,400,8,0.004,0,0,0,0,True,27
8,800,8,0.004,0,0,0,0,True,19
8,1600,8,0.004,0,0,0,0,True,13
8,100,8,0.004,0,0,0,0,True,19
8,200,8,0.004,0,0,0,0,True,23
8,300,8,0.004,0,0,0,0,True,22
8,400,8,0.004,0,0,0,0,True,20
8,800,8,0.004,0,0,0,0,True,17
8,1600,8,0.004,0,0,0,0,True,21
8,100,8,0.004,0,0,0,0,True,16
8,200,8,0.004,0,0,0,0,True,15
8,300,8,0.004,0,0,0,0,True,22
8,400,8,0.004,0,0,0,0,True,22
8,800,8,0.004,0,0,0,0,True,19
8,1600,8,0.004,0,0,0,0,True,15
8,100,8,0.004,0,0,0,0,True,18
8,200,8,0.004,0,0,0,0,True,28
8,300,8,0.004,0,0,0,0,True,22
8,400,8,0.004,0,0,0,0,True,23
8,800,8,0.004,0,0,0,0,True,21
8,1600,8,0.004,0,0,0,0,True,20
8,100,8,0.004,0,0,0,0,True,19
8,200,8,0.004,0,0,0,0,True,16
8,300,8,0.004,0,0,0,0,True,24
8,400,8,0.004,0,0,0,0,True,23
8,800,8,0.004,0,0,0,0,True,19
8,1600,8,0.004,0,0,0,0,True,16
8,100,8,0.004,0,0,0,0,True,16
8,200,8,0.004,0,0,0,0,True,16
8,300,8,0.004,0,0,0,0,True,29
8,400,8,0.004,0,0,0,0,True,21
8,800,8,0.004,0,0,0,0,True,20
8,1600,8,0.004,0,0,0,0,True,19
8,100,8,0.004,0,0,0,0,True,17
8,200,8,0.004,0,0,0,0,True,29
8,300,8,0.004,0,0,0,0,True,18
8,400,8,0.004,0,0,0,0,True,22
8,800,8,0.004,0,0,0,0,True,22
8,1600,8,0.004,0,0,0,0,True,16
8,100,8,0.004,0,0,0,0,True,24
8,200,8,0.004,0,0,0,0,True,21
8,300,8,0.004,0,0,0,0,True,23
8,400,8,0.004,0,0,0,0,True,18
8,800,8,0.004,0,0,0,0,True,20
8,1600,8,0.004,0,0,0,0,True,17
8,100,8,0.004,0,0,0,0,True,17
8,200,8,0.004,0,0,0,0,True,23
8,300,8,0.004,0,0,0,0,True,18
8,400,8,0.004,0,0,0,0,True,24
8,800,8,0.004,0,0,0,0,True,17
8,1600,8,0.004,0,0,0,0,True,19
8,100,8,0.004,0,0,0,0,True,18
8,200,8,0.004,0,0,0,0,True,22
8,300,8,0.004,0,0,0,0,True,25
8,400,8,0.004,0,0,0,0,True,16
8,800,8,0.004,0,0,0,0,True,15
8,1600,8,0.004,0,0,0,0,True,23
8,100,8,0.004,0,0,0,0,True,20
8,200,8,0.004,0,0,0,0,True,16
8,300,8,0.004,0,0,0,0,True,14
8,400,8,0.004,0,0,0,0,True,19
8,800,8,0.004,0,0,0,0,True,18
8,1600,8,0.004,0,0,0,0,True,18
8,100,8,0.004,0,0,0,0,True,14
8,200,8,0.004,0,0,0,0,True,23
8,300,8,0.004,0,0,0,0,True,20
8,400,8,0.004,0,0,0,0,True,28
8,800,8,0.004,0,0,0,0,True,19
8,1600,8,0.004,0,0,0,0,True,19
8,100,8,0.004,0,0,0,0,True,25
8,200,8,0.004,0,0,0,0,True,25
8,300,8,0.004,0,0,0,0,True,13
8,400,8,0.004,0,0,0,0,True,21
8,800,8,0.004,0,0,0,0,True,18
8,1600,8,0.004,0,0,0,0,True,15
8,100,8,0.004,0,0,0,0,True,21
8,200,8,0.004,0,0,0,0,True,18
8,300,8,0.004,0,0,0,0,True,14
8,400,8,0.004,0,0,0,0,True,20
8,800,8,0.004,0,0,0,0,True,16
8,1600,8,0.004,0,0,0,0,True,19
8,100,8,0.004,0,0,0,0,True,18
8,200,8,0.004,0,0,0,0,True,22
8,300,8,0.004,0,0,0,0,False,20
8,400,8,0.004,0,0,0,0,True,21
8,800,8,0.004,0,0,0,0,True,22
8,1600,8,0.004,0,0,0,0,True,14
8,100,8,0.004,0,0,0,0,True,14
8,200,8,0.004,0,0,0,0,True,23
8,300,8,0.004,0,0,0,0,True,19
8,400,8,0.004,0,0,0,0,True,17
8,800,8,0.004,0,0,0,0,True,22
8,1600,8,0.004,0,0,0,0,True,22
8,100,8,0.004,0,0,0,0,True,25
8,200,8,0.004,0,0,0,0,True,30
8,300,8,0.004,0,0,0,0,True,17
8,400,8,0.004,0,0,0,0,True,21
8,800,8,0.004,0,0,0,0,True,15
8,1600,8,0.004,0,0,0,0,True,13
8,100,8,0.004,0,0,0,0,True,17
8,200,8,0.004,0,0,0,0,True,24
8,300,8,0.004,0,0,0,0,True,19
8,400,8,0.004,0,0,0,0,True,18
8,800,8,0.004,0,0,0,0,True,22
8,1600,8,0.004,0,0,0,0,True,19
8,100,8,0.004,0,0,0,0,True,18
8,200,8,0.004,0,0,0,0,True,19
8,300,8,0.004,0,0,0,0,True,21
8,400,8,0.004,0,0,0,0,True,17
8,800,8,0.004,0,0,0,0,True,21
8,1600,8,0.004,0,0,0,0,True,24
8,100,8,0.004,0,0,0,0,True,11
8,200,8,0.004,0,0,0,0,True,17
8,300,8,0.004,0,0,0,0,True,16
8,400,8,0.004,0,0,0,0,True,21
8,800,8,0.004,0,0,0,0,True,14
8,1600,8,0.004,0,0,0,0,True,24
8,100,8,0.004,0,0,0,0,True,25
8,200,8,0.004,0,0,0,0,True,20
8,300,8,0.004,0,0,0,0,True,23
8,400,8,0.004,0,0,0,0,True,18
8,800,8,0.004,0,0,0,0,True,24
8,1600,8,0.004,0,0,0,0,True,16
8,100,8,0.004,0,0,0,0,True,14
8,200,8,0.004,0,0,0,0,True,17
8,300,8,0.004,0,0,0,0,True,16
8,400,8,0.004,0,0,0,0,True,17
8,800,8,0.004,0,0,0,0,True,18
8,1600,8,0.004,0,0,0,0,True,12
8,100,8,0.004,0,0,0,0,True,25
8,200,8,0.004,0,0,0,0,True,26
8,300,8,0.004,0,0,0,0,True,19
8,400,8,0.004,0,0,0,0,True,26
8,800,8,0.004,0,0,0,0,True,14
8,1600,8,0.004,0,0,0,0,True,17
8,100,8,0.004,0,0,0,0,True,21
8,200,8,0.004,0,0,0,0,True,21
8,300,8,0.004,0,0,0,0,True,23
8,400,8,0.004,0,0,0,0,True,16
8,800,8,0.004,0,0,0,0,True,18
8,1600,8,0.004,0,0,0,0,True,19
8,100,8,0.004,0,0,0,0,True,19
8,200,8,0.004,0,0,0,0,True,16
8,300,8,0.004,0,0,0,0,True,27
8,400,8,0.004,0,0,0,0,True,27
8,800,8,0.004,0,0,0,0,True,24
8,1600,8,0.004,0,0,0,0,True,22
8,100,8,0.004,0,0,0,0,False,16
8,200,8,0.004,0,0,0,0,True,23
8,300,8,0.004,0,0,0,0,True,24
8,400,8,0.004,0,0,0,0,True,24
8,800,8,0.004,0,0,0,0,True,17
8,1600,8,0.004,0,0,0,0,True,23
8,100,8,0.004,0,0,0,0,True,20
8,200,8,0.004,0,0,0,0,True,15
8,300,8,0.004,0,0,0,0,True,16
8,400,8,0.004,0,0,0,0,True,13
8,800,8,0.004,0,0,0,0,True,19
8,1600,8,0.004,0,0,0,0,True,23
8,100,8,0.004,0,0,0,0,True,23
8,200,8,0.004,0,0,0,0,True,24
8,300,8,0.004,0,0,0,0,True,19
8,400,8,0.004,0,0,0,0,True,22
8,800,8,0.004,0,0,0,0,True,19
8,1600,8,0.004,0,0,0,0,True,17
8,100,8,0.004,0,0,0,0,True,18
8,200,8,0.004,0,0,0,0,True,17
8,300,8,0.004,0,0,0,0,True,20
8,400,8,0.004,0,0,0,0,True,21
8,800,8,0.004,0,0,0,0,True,18
8,1600,8,0.004,0,0,0,0,True,20
8,100,8,0.004,0,0,0,0,True,26
8,200,8,0.004,0,0,0,0,True,19
8,300,8,0.004,0,0,0,0,True,18
8,400,8,0.004,0,0,0,0,True,22
8,800,8,0.004,0,0,0,0,True,16
8,1600,8,0.004,0,0,0,0,True,21
8,100,8,0.004,0,0,0,0,True,15
8,200,8,0.004,0,0,0,0,True,17
8,300,8,0.004,0,0,0,0,True,14
8,400,8,0.004,0,0,0,0,True,19
8,800,8,0.004,0,0,0,0,True,15
8,1600,8,0.004,0,0,0,0,True,21
8,100,8,0.004,0,0,0,0,True,18
8,200,8,0.004,0,0,0,0,True,17
8,300,8,0.004,0,0,0,0,True,20
8,400,8,0.004,0,0,0,0,True,21
8,800,8,0.004,0,0,0,0,True,13
8,1600,8,0.004,0,0,0,0,True,20
8,100,8,0.004,0,0,0,0,True,21
8,200,8,0.004,0,0,0,0,True,20
8,300,8,0.004,0,0,0,0,True,20
8,400,8,0.004,0,0,0,0,True,24
8,800,8,0.004,0,0,0,0,True,17
8,1600,8,0.004,0,0,0,0,True,14
8,100,8,0.004,0,0,0,0,True,29
8,200,8,0.004,0,0,0,0,True,24
8,300,8,0.004,0,0,0,0,True,23
8,400,8,0.004,0,0,0,0,True,17
8,800,8,0.004,0,0,0,0,True,15
8,1600,8,0.004,0,0,0,0,True,26
8,100,8,0.004,0,0,0,0,True,21
8,200,8,0.004,0,0,0,0,True,17
8,300,8,0.004,0,0,0,0,True,23
8,400,8,0.004,0,0,0,0,True,22
8,800,8,0.004,0,0,0,0,True,21
8,1600,8,0.004,0,0,0,0,True,21
8,100,8,0.004,0,0,0,0,True,19
8,200,8,0.004,0,0,0,0,True,24
8,300,8,0.004,0,0,0,0,True,21
8,400,8,0.004,0,0,0,0,True,20
8,800,8,0.004,0,0,0,0,True,16
8,1600,8,0.004,0,0,0,0,True,25
8,100,8,0.004,0,0,0,0,True,18
8,200,8,0.004,0,0,0,0,True,21
8,300,8,0.004,0,0,0,0,True,22
8,400,8,0.004,0,0,0,0,True,21
8,800,8,0.004,0,0,0,0,True,19
8,1600,8,0.004,0,0,0,0,True,22
8,100,8,0.004,0,0,0,0,True,12
8,200,8,0.004,0,0,0,0,True,17
8,300,8,0.004,0,0,0,0,True,13
8,400,8,0.004,0,0,0,0,True,23
8,800,8,0.004,0,0,0,0,True,19
8,1600,8,0.004,0,0,0,0,True,19
8,100,8,0.004,0,0,0,0,True,17
8,200,8,0.004,0,0,0,0,True,19
8,300,8,0.004,0,0,0,0,True,21
8,400,8,0.004,0,0,0,0,True,15
8,800,8,0.004,0,0,0,0,True,23
8,1600,8,0.004,0,0,0,0,True,18
8,100,8,0.004,0,0,0,0,True,15
8,200,8,0.004,0,0,0,0,True,22
8,300,8,0.004,0,0,0,0,True,27
8,400,8,0.004,0,0,0,0,True,21
8,800,8,0.004,0,0,0,0,True,18
8,1600,8,0.004,0,0,0,0,True,16
8,100,8,0.004,0,0,0,0,True,17
8,200,8,0.004,0,0,0,0,True,28
8,300,8,0.004,0,0,0,0,True,19
8,400,8,0.004,0,0,0,0,True,14
8,800,8,0.004,0,0,0,0,True,18
8,1600,8,0.004,0,0,0,0,True,24
8,100,8,0.004,0,0,0,0,True,15
8,200,8,0.004,0,0,0,0,True,21
8,300,8,0.004,0,0,0,0,True,20
8,400,8,0.004,0,0,0,0,True,15
8,800,8,0.004,0,0,0,0,True,23
8,1600,8,0.004,0,0,0,0,True,16
8,100,8,0.004,0,0,0,0,True,20
8,200,8,0.004,0,0,0,0,True,18
8,300,8,0.004,0,0,0,0,True,24
8,400,8,0.004,0,0,0,0,True,18
8,800,8,0.004,0,0,0,0,True,18
8,1600,8,0.004,0,0,0,0,True,13
8,100,8,0.004,0,0,0,0,True,16
8,200,8,0.004,0,0,0,0,True,24
8,300,8,0.004,0,0,0,0,False,19
8,400,8,0.004,0,0,0,0,True,22
8,800,8,0.004,0,0,0,0,True,16
8,1600,8,0.004,0,0,0,0,True,19
8,100,8,0.004,0,0,0,0,True,18
8,200,8,0.004,0,0,0,0,True,23
8,300,8,0.004,0,0,0,0,True,15
8,400,8,0.004,0,0,0,0,True,23
8,800,8,0.004,0,0,0,0,True,19
8,1600,8,0.004,0,0,0,0,True,18
8,100,8,0.004,0,0,0,0,True,22
8,200,8,0.004,0,0,0,0,True,18
8,300,8,0.004,0,0,0,0,True,17
8,400,8,0.004,0,0,0,0,True,19
8,800,8,0.004,0,0,0,0,True,23
8,1600,8,0.004,0,0,0,0,True,16
8,100,8,0.004,0,0,0,0,True,17
8,200,8,0.004,0,0,0,0,True,27
8,300,8,0.004,0,0,0,0,True,25
8,400,8,0.004,0,0,0,0,True,22
8,800,8,0.004,0,0,0,0,True,14
8,1600,8,0.004,0,0,0,0,True,20
8,100,8,0.004,0,0,0,0,True,20
8,200,8,0.004,0,0,0,0,True,17
8,300,8,0.004,0,0,0,0,True,27
8,400,8,0.004,0,0,0,0,True,19
8,800,8,0.004,0,0,0,0,True,15
8,1600,8,0.004,0,0,0,0,True,16
8,100,8,0.004,0,0,0,0,True,19
8,200,8,0.004,0,0,0,0,True,17
8,300,8,0.004,0,0,0,0,True,17
8,400,8,0.004,0,0,0,0,True,15
8,800,8,0.004,0,0,0,0,True,23
8,1600,8,0.004,0,0,0,0,True,22
8,100,8,0.004,0,0,0,0,True,20
8,200,8,0.004,0,0,0,0,True,23
8,300,8,0.004,0,0,0,0,True,26
8,400,8,0.004,0,0,0,0,True,25
8,800,8,0.004,0,0,0,0,True,19
8,1600,8,0.004,0,0,0,0,True,14
8,100,8,0.004,0,0,0,0,True,19
8,200,8,0.004,0,0,0,0,True,20
8,300,8,0.004,0,0,0,0,True,18
8,400,8,0.004,0,0,0,0,True,20
8,800,8,0.004,0,0,0,0,True,21
8,1600,8,0.004,0,0,0,0,True,17
8,100,8,0.004,0,0,0,0,True,14
8,200,8,0.004,0,0,0,0,True,24
8,300,8,0.004,0,0,0,0,True,22
8,400,8,0.004,0,0,0,0,True,17
8,800,8,0.004,0,0,0,0,True,20
8,1600,8,0.004,0,0,0,0,True,19
8,100,8,0.004,0,0,0,0,True,21
8,200,8,0.004,0,0,0,0,True,27
8,300,8,0.004,0,0,0,0,True,23
8,400,8,0.004,0,0,0,0,True,20
8,800,8,0.004,0,0,0,0,True,14
8,1600,8,0.004,0,0,0,0,True,21
8,100,8,0.004,0,0,0,0,True,17
8,200,8,0.004,0,0,0,0,True,23
8,300,8,0.004,0,0,0,0,True,21
8,400,8,0.004,0,0,0,0,True,18
8,800,8,0.004,0,0,0,0,True,25
8,1600,8,0.004,0,0,0,0,True,20
8,100,8,0.004,0,0,0,0,True,19
8,200,8,0.004,0,0,0,0,True,22
8,300,8,0.004,0,0,0,0,False,21
8,400,8,0.004,0,0,0,0,True,21
8,800,8,0.004,0,0,0,0,True,17
8,1600,8,0.004,0,0,0,0,True,16
8,100,8,0.004,0,0,0,0,True,16
8,200,8,0.004,0,0,0,0,True,21
8,300,8,0.004,0,0,0,0,True,21
8,400,8,0.004,0,0,0,0,True,22
8,800,8,0.004,0,0,0,0,True,20
8,1600,8,0.004,0,0,0,0,True,16
8,100,8,0.004,0,0,0,0,True,20
8,200,8,0.004,0,0,0,0,True,19
8,300,8,0.004,0,0,0,0,True,19
8,400,8,0.004,0,0,0,0,True,27
8,800,8,0.004,0,0,0,0,True,14
8,1600,8,0.004,0,0,0,0,True,19
8,100,8,0.004,0,0,0,0,True,16
8,200,8,0.004,0,0,0,0,True,16
8,300,8,0.004,0,0,0,0,True,24
8,400,8,0.004,0,0,0,0,True,22
8,800,8,0.004,0,0,0,0,True,17
8,1600,8,0.004,0,0,0,0,True,16
8,100,8,0.004,0,0,0,0,True,20
8,200,8,0.004,0,0,0,0,True,20
8,300,8,0.004,0,0,0,0,True,27
8,400,8,0.004,0,0,0,0,True,20
8,800,8,0.004,0,0,0,0,True,21
8,1600,8,0.004,0,0,0,0,True,16
8,100,8,0.004,0,0,0,0,True,20
8,200,8,0.004,0,0,0,0,True,22
8,300,8,0.004,0,0,0,0,True,24
8,400,8,0.004,0,0,0,0,True,17
8,800,8,0.004,0,0,0,0,True,18
8,1600,8,0.004,0,0,0,0,True,14
8,100,8,0.004,0,0,0,0,True,18
8,200,8,0.004,0,0,0,0,True,15
8,300,8,0.004,0,0,0,0,True,18
8,400,8,0.004,0,0,0,0,True,16
8,800,8,0.004,0,0,0,0,True,16
8,1600,8,0.004,0,0,0,0,True,12
8,100,8,0.004,0,0,0,0,True,16
8,200,8,0.004,0,0,0,0,True,25
8,300,8,0.004,0,0,0,0,True,30
8,400,8,0.004,0,0,0,0,True,24
8,800,8,0.004,0,0,0,0,True,19
8,1600,8,0.004,0,0,0,0,True,17
8,100,8,0.004,0,0,0,0,True,14
8,200,8,0.004,0,0,0,0,True,22
8,300,8,0.004,0,0,0,0,True,24
8,400,8,0.004,0,0,0,0,True,18
8,800,8,0.004,0,0,0,0,True,17
8,1600,8,0.004,0,0,0,0,True,15
8,100,8,0.004,0,0,0,0,True,16
8,200,8,0.004,0,0,0,0,True,17
8,300,8,0.004,0,0,0,0,True,18
8,400,8,0.004,0,0,0,0,True,24
8,800,8,0.004,0,0,0,0,True,19
8,1600,8,0.004,0,0,0,0,True,16
8,100,8,0.004,0,0,0,0,True,15
8,200,8,0.004,0,0,0,0,True,17
8,300,8,0.004,0,0,0,0,True,23
8,400,8,0.004,0,0,0,0,True,23
8,800,8,0.004,0,0,0,0,True,18
8,1600,8,0.004,0,0,0,0,True,24
8,100,8,0.004,0,0,0,0,True,19
8,200,8,0.004,0,0,0,0,True,27
8,300,8,0.004,0,0,0,0,True,24
8,400,8,0.004,0,0,0,0,True,22
8,800,8,0.004,0,0,0,0,True,17
8,1600,8,0.004,0,0,0,0,True,18
8,100,8,0.004,0,0,0,0,True,19
8,200,8,0.004,0,0,0,0,True,21
8,300,8,0.004,0,0,0,0,True,23
8,400,8,0.004,0,0,0,0,True,18
8,800,8,0.004,0,0,0,0,True,20
8,1600,8,0.004,0,0,0,0,True,21
8,100,8,0.004,0,0,0,0,True,21
8,200,8,0.004,0,0,0,0,True,17
8,300,8,0.004,0,0,0,0,True,24
8,400,8,0.004,0,0,0,0,True,16
8,800,8,0.004,0,0,0,0,True,13
8,1600,8,0.004,0,0,0,0,True,16
8,100,8,0.004,0,0,0,0,True,20
8,200,8,0.004,0,0,0,0,True,22
8,300,8,0.004,0,0,0,0,True,17
8,400,8,0.004,0,0,0,0,True,17
8,800,8,0.004,0,0,0,0,True,17
8,1600,8,0.004,0,0,0,0,True,14
8,100,8,0.004,0,0,0,0,True,18
8,200,8,0.004,0,0,0,0,True,19
8,300,8,0.004,0,0,0,0,True,13
8,400,8,0.004,0,0,0,0,True,20
8,800,8,0.004,0,0,0,0,True,15
8,1600,8,0.004,0,0,0,0,True,16
8,100,8,0.004,0,0,0,0,True,16
8,200,8,0.004,0,0,0,0,True,22
8,300,8,0.004,0,0,0,0,True,15
8,400,8,0.004,0,0,0,0,True,26
8,800,8,0.004,0,0,0,0,True,19
8,1600,8,0.004,0,0,0,0,True,15
8,100,8,0.004,0,0,0,0,True,16
8,200,8,0.004,0,0,0,0,True,17
8,300,8,0.004,0,0,0,0,True,24
8,400,8,0.004,0,0,0,0,True,30
8,800,8,0.004,0,0,0,0,True,24
8,1600,8,0.004,0,0,0,0,True,24
8,100,8,0.004,0,0,0,0,True,15
8,200,8,0.004,0,0,0,0,True,21
8,300,8,0.004,0,0,0,0,True,28
8,400,8,0.004,0,0,0,0,True,17
8,800,8,0.004,0,0,0,0,True,23
8,1600,8,0.004,0,0,0,0,True,18
8,100,8,0.004,0,0,0,0,True,17
8,200,8,0.004,0,0,0,0,True,14
8,300,8,0.004,0,0,0,0,True,16
8,400,8,0.004,0,0,0,0,True,19
8,800,8,0.004,0,0,0,0,True,17
8,1600,8,0.004,0,0,0,0,True,16
8,100,8,0.004,0,0,0,0,True,20
8,200,8,0.004,0,0,0,0,True,18
8,300,8,0.004,0,0,0,0,True,23
8,400,8,0.004,0,0,0,0,True,20
8,800,8,0.004,0,0,0,0,True,18
8,1600,8,0.004,0,0,0,0,True,19
8,100,8,0.004,0,0,0,0,True,16
8,200,8,0.004,0,0,0,0,True,19
8,300,8,0.004,0,0,0,0,True,22
8,400,8,0.004,0,0,0,0,True,18
8,800,8,0.004,0,0,0,0,True,21
8,1600,8,0.004,0,0,0,0,True,22
8,100,8,0.004,0,0,0,0,True,16
8,200,8,0.004,0,0,0,0,True,30
8,300,8,0.004,0,0,0,0,True,17
8,400,8,0.004,0,0,0,0,True,17
8,800,8,0.004,0,0,0,0,True,16
8,1600,8,0.004,0,0,0,0,True,18
8,100,8,0.004,0,0,0,0,True,22
8,200,8,0.004,0,0,0,0,True,21
8,300,8,0.004,0,0,0,0,True,24
8,400,8,0.004,0,0,0,0,True,20
8,800,8,0.004,0,0,0,0,True,18
8,1600,8,0.004,0,0,0,0,True,19
8,100,8,0.004,0,0,0,0,True,21
8,200,8,0.004,0,0,0,0,True,21
8,300,8,0.004,0,0,0,0,True,30
8,400,8,0.004,0,0,0,0,True,23
8,800,8,0.004,0,0,0,0,True,18
8,1600,8,0.004,0,0,0,0,True,19
8,100,8,0.004,0,0,0,0,True,20
8,200,8,0.004,0,0,0,0,True,20
8,300,8,0.004,0,0,0,0,True,19
8,400,8,0.004,0,0,0,0,True,19
8,800,8,0.004,0,0,0,0,True,21
8,1600,8,0.004,0,0,0,0,True,22
8,100,8,0.004,0,0,0,0,True,20
8,200,8,0.004,0,0,0,0,True,26
8,300,8,0.004,0,0,0,0,True,21
8,400,8,0.004,0,0,0,0,True,16
8,800,8,0.004,0,0,0,0,True,16
8,1600,8,0.004,0,0,0,0,True,21
8,100,8,0.004,0,0,0,0,True,18
8,200,8,0.004,0,0,0,0,True,26
8,300,8,0.004,0,0,0,0,True,26
8,400,8,0.004,0,0,0,0,True,24
8,800,8,0.004,0,0,0,0,True,13
8,1600,8,0.004,0,0,0,0,True,15
8,100,8,0.004,0,0,0,0,True,14
8,200,8,0.004,0,0,0,0,True,24
8,300,8,0.004,0,0,0,0,True,25
8,400,8,0.004,0,0,0,0,True,21
8,800,8,0.004,0,0,0,0,True,17
